Country Name,Indicator Name,Year,Value
West Bank and Gaza,CO2 emissions (metric tons per capita),1962,
West Bank and Gaza,Domestic credit provided by financial sector (% of GDP),1962,
West Bank and Gaza,Electric power consumption (kWh per capita),1962,
West Bank and Gaza,Energy use (kg of oil equivalent per capita),1962,
West Bank and Gaza,Exports of goods and services (% of GDP),1962,
West Bank and Gaza,Imports of goods and services (% of GDP),1962,
"Yemen, Rep.",CO2 emissions (metric tons per capita),1962,0.728003843211
"Yemen, Rep.",Domestic credit provided by financial sector (% of GDP),1962,
"Yemen, Rep.",Electric power consumption (kWh per capita),1962,
"Yemen, Rep.",Energy use (kg of oil equivalent per capita),1962,
"Yemen, Rep.",Exports of goods and services (% of GDP),1962,
"Yemen, Rep.",Imports of goods and services (% of GDP),1962,
Zambia,CO2 emissions (metric tons per capita),1962,
Zambia,Domestic credit provided by financial sector (% of GDP),1962,
Zambia,Electric power consumption (kWh per capita),1962,
Zambia,Energy use (kg of oil equivalent per capita),1962,
Zambia,Exports of goods and services (% of GDP),1962,
Zambia,Imports of goods and services (% of GDP),1962,
Zimbabwe,CO2 emissions (metric tons per capita),1962,
Zimbabwe,Domestic credit provided by financial sector (% of GDP),1962,
Zimbabwe,Electric power consumption (kWh per capita),1962,
Zimbabwe,Energy use (kg of oil equivalent per capita),1962,
Zimbabwe,Exports of goods and services (% of GDP),1962,
Zimbabwe,Imports of goods and services (% of GDP),1962,
Arab World,CO2 emissions (metric tons per capita),1967,1.33280899686
Arab World,Domestic credit provided by financial sector (% of GDP),1967,31.272848898899998
Arab World,Electric power consumption (kWh per capita),1967,
Arab World,Energy use (kg of oil equivalent per capita),1967,
Arab World,Exports of goods and services (% of GDP),1967,
Arab World,Imports of goods and services (% of GDP),1967,
Caribbean small states,CO2 emissions (metric tons per capita),1967,2.9755978604799997
Caribbean small states,Domestic credit provided by financial sector (% of GDP),1967,18.4698629983
Caribbean small states,Electric power consumption (kWh per capita),1967,
Caribbean small states,Energy use (kg of oil equivalent per capita),1967,
Caribbean small states,Exports of goods and services (% of GDP),1967,42.554639253400005
Caribbean small states,Imports of goods and services (% of GDP),1967,38.2670151146
Central Europe and the Baltics,CO2 emissions (metric tons per capita),1967,6.99213237985
Central Europe and the Baltics,Domestic credit provided by financial sector (% of GDP),1967,
Central Europe and the Baltics,Electric power consumption (kWh per capita),1967,
Central Europe and the Baltics,Energy use (kg of oil equivalent per capita),1967,
Central Europe and the Baltics,Exports of goods and services (% of GDP),1967,
Central Europe and the Baltics,Imports of goods and services (% of GDP),1967,
Early-demographic dividend,CO2 emissions (metric tons per capita),1967,0.756977528606
Early-demographic dividend,Domestic credit provided by financial sector (% of GDP),1967,31.9443428447
Early-demographic dividend,Electric power consumption (kWh per capita),1967,
Early-demographic dividend,Energy use (kg of oil equivalent per capita),1967,
Early-demographic dividend,Exports of goods and services (% of GDP),1967,11.1952249271
Early-demographic dividend,Imports of goods and services (% of GDP),1967,13.310763509700001
East Asia & Pacific,CO2 emissions (metric tons per capita),1967,1.03893475611
East Asia & Pacific,Domestic credit provided by financial sector (% of GDP),1967,72.2369624168
East Asia & Pacific,Electric power consumption (kWh per capita),1967,
East Asia & Pacific,Energy use (kg of oil equivalent per capita),1967,
East Asia & Pacific,Exports of goods and services (% of GDP),1967,11.3964390333
East Asia & Pacific,Imports of goods and services (% of GDP),1967,12.42265874
East Asia & Pacific (excluding high income),CO2 emissions (metric tons per capita),1967,0.519691699339
East Asia & Pacific (excluding high income),Domestic credit provided by financial sector (% of GDP),1967,
East Asia & Pacific (excluding high income),Electric power consumption (kWh per capita),1967,
East Asia & Pacific (excluding high income),Energy use (kg of oil equivalent per capita),1967,
East Asia & Pacific (excluding high income),Exports of goods and services (% of GDP),1967,6.32812032054
East Asia & Pacific (excluding high income),Imports of goods and services (% of GDP),1967,6.75217679374
East Asia & Pacific (IDA & IBRD countries),CO2 emissions (metric tons per capita),1967,0.518737256
East Asia & Pacific (IDA & IBRD countries),Domestic credit provided by financial sector (% of GDP),1967,
East Asia & Pacific (IDA & IBRD countries),Electric power consumption (kWh per capita),1967,
East Asia & Pacific (IDA & IBRD countries),Energy use (kg of oil equivalent per capita),1967,
East Asia & Pacific (IDA & IBRD countries),Exports of goods and services (% of GDP),1967,6.32812032054
East Asia & Pacific (IDA & IBRD countries),Imports of goods and services (% of GDP),1967,6.75217679374
Euro area,CO2 emissions (metric tons per capita),1967,
Euro area,Domestic credit provided by financial sector (% of GDP),1967,51.7641671684
Euro area,Electric power consumption (kWh per capita),1967,1934.12477604
Euro area,Energy use (kg of oil equivalent per capita),1967,1940.64561941
Euro area,Exports of goods and services (% of GDP),1967,18.4408464151
Euro area,Imports of goods and services (% of GDP),1967,19.1192261879
Europe & Central Asia,CO2 emissions (metric tons per capita),1967,
Europe & Central Asia,Domestic credit provided by financial sector (% of GDP),1967,53.5398149551
Europe & Central Asia,Electric power consumption (kWh per capita),1967,
Europe & Central Asia,Energy use (kg of oil equivalent per capita),1967,
Europe & Central Asia,Exports of goods and services (% of GDP),1967,18.981053775899998
Europe & Central Asia,Imports of goods and services (% of GDP),1967,19.666699336199997
Europe & Central Asia (excluding high income),CO2 emissions (metric tons per capita),1967,
Europe & Central Asia (excluding high income),Domestic credit provided by financial sector (% of GDP),1967,27.106382978699997
Europe & Central Asia (excluding high income),Electric power consumption (kWh per capita),1967,
Europe & Central Asia (excluding high income),Energy use (kg of oil equivalent per capita),1967,
Europe & Central Asia (excluding high income),Exports of goods and services (% of GDP),1967,
Europe & Central Asia (excluding high income),Imports of goods and services (% of GDP),1967,
Europe & Central Asia (IDA & IBRD countries),CO2 emissions (metric tons per capita),1967,
Europe & Central Asia (IDA & IBRD countries),Domestic credit provided by financial sector (% of GDP),1967,27.106382978699997
Europe & Central Asia (IDA & IBRD countries),Electric power consumption (kWh per capita),1967,
Europe & Central Asia (IDA & IBRD countries),Energy use (kg of oil equivalent per capita),1967,
Europe & Central Asia (IDA & IBRD countries),Exports of goods and services (% of GDP),1967,
Europe & Central Asia (IDA & IBRD countries),Imports of goods and services (% of GDP),1967,
European Union,CO2 emissions (metric tons per capita),1967,7.226742440930001
European Union,Domestic credit provided by financial sector (% of GDP),1967,52.4363483354
European Union,Electric power consumption (kWh per capita),1967,2194.98884454
European Union,Energy use (kg of oil equivalent per capita),1967,2203.48404256
European Union,Exports of goods and services (% of GDP),1967,18.7863243989
European Union,Imports of goods and services (% of GDP),1967,19.5569937697
Fragile and conflict affected situations,CO2 emissions (metric tons per capita),1967,0.507439590974
Fragile and conflict affected situations,Domestic credit provided by financial sector (% of GDP),1967,18.8481608923
Fragile and conflict affected situations,Electric power consumption (kWh per capita),1967,
Fragile and conflict affected situations,Energy use (kg of oil equivalent per capita),1967,
Fragile and conflict affected situations,Exports of goods and services (% of GDP),1967,
Fragile and conflict affected situations,Imports of goods and services (% of GDP),1967,
Heavily indebted poor countries (HIPC),CO2 emissions (metric tons per capita),1967,0.166228782731
Heavily indebted poor countries (HIPC),Domestic credit provided by financial sector (% of GDP),1967,14.4918442619
Heavily indebted poor countries (HIPC),Electric power consumption (kWh per capita),1967,
Heavily indebted poor countries (HIPC),Energy use (kg of oil equivalent per capita),1967,
Heavily indebted poor countries (HIPC),Exports of goods and services (% of GDP),1967,19.7095879809
Heavily indebted poor countries (HIPC),Imports of goods and services (% of GDP),1967,22.4207508517
High income,CO2 emissions (metric tons per capita),1967,9.33782780807
High income,Domestic credit provided by financial sector (% of GDP),1967,88.0679461317
High income,Electric power consumption (kWh per capita),1967,3456.50166821
High income,Energy use (kg of oil equivalent per capita),1967,3524.12021546
High income,Exports of goods and services (% of GDP),1967,13.4975326475
High income,Imports of goods and services (% of GDP),1967,13.8397849631
IBRD only,CO2 emissions (metric tons per capita),1967,1.24031320686
IBRD only,Domestic credit provided by financial sector (% of GDP),1967,30.2039739438
IBRD only,Electric power consumption (kWh per capita),1967,
IBRD only,Energy use (kg of oil equivalent per capita),1967,
IBRD only,Exports of goods and services (% of GDP),1967,8.172357035260001
IBRD only,Imports of goods and services (% of GDP),1967,8.630481234400001
IDA & IBRD total,CO2 emissions (metric tons per capita),1967,1.06683621302
IDA & IBRD total,Domestic credit provided by financial sector (% of GDP),1967,28.9917072437
IDA & IBRD total,Electric power consumption (kWh per capita),1967,
IDA & IBRD total,Energy use (kg of oil equivalent per capita),1967,
IDA & IBRD total,Exports of goods and services (% of GDP),1967,8.58443375944
IDA & IBRD total,Imports of goods and services (% of GDP),1967,9.32417482918
IDA blend,CO2 emissions (metric tons per capita),1967,0.60577919577
IDA blend,Domestic credit provided by financial sector (% of GDP),1967,30.7714534858
IDA blend,Electric power consumption (kWh per capita),1967,
IDA blend,Energy use (kg of oil equivalent per capita),1967,
IDA blend,Exports of goods and services (% of GDP),1967,12.415325105099999
IDA blend,Imports of goods and services (% of GDP),1967,19.5932171231
IDA only,CO2 emissions (metric tons per capita),1967,0.171048677896
IDA only,Domestic credit provided by financial sector (% of GDP),1967,15.9870894601
IDA only,Electric power consumption (kWh per capita),1967,
IDA only,Energy use (kg of oil equivalent per capita),1967,
IDA only,Exports of goods and services (% of GDP),1967,16.797627104700002
IDA only,Imports of goods and services (% of GDP),1967,19.312857110899998
IDA total,CO2 emissions (metric tons per capita),1967,0.33520765353500004
IDA total,Domestic credit provided by financial sector (% of GDP),1967,22.8040845441
IDA total,Electric power consumption (kWh per capita),1967,
IDA total,Energy use (kg of oil equivalent per capita),1967,
IDA total,Exports of goods and services (% of GDP),1967,14.6014989792
IDA total,Imports of goods and services (% of GDP),1967,19.4533555312
Late-demographic dividend,CO2 emissions (metric tons per capita),1967,1.3828674005200001
Late-demographic dividend,Domestic credit provided by financial sector (% of GDP),1967,
Late-demographic dividend,Electric power consumption (kWh per capita),1967,
Late-demographic dividend,Energy use (kg of oil equivalent per capita),1967,
Late-demographic dividend,Exports of goods and services (% of GDP),1967,8.193314896639999
Late-demographic dividend,Imports of goods and services (% of GDP),1967,7.693006678460001
Latin America & Caribbean,CO2 emissions (metric tons per capita),1967,1.50090246414
Latin America & Caribbean,Domestic credit provided by financial sector (% of GDP),1967,27.091687798400002
Latin America & Caribbean,Electric power consumption (kWh per capita),1967,
Latin America & Caribbean,Energy use (kg of oil equivalent per capita),1967,
Latin America & Caribbean,Exports of goods and services (% of GDP),1967,10.344006419600001
Latin America & Caribbean,Imports of goods and services (% of GDP),1967,10.4016509226
Latin America & Caribbean (excluding high income),CO2 emissions (metric tons per capita),1967,1.44802093805
